OBJECTID,gcp_name,latitude,longitude,ellipsoidheight,state,district,tahsil,BRIEF_DESCRIPTION,old_description,UID,pid,gdc_username
1145,MACHHIWARA,30.893567,76.155732,210.92235,PUNJAB,LUDHIANA,SAMRALA,"GCP, a village tri-junction pillar belongs to Ranwan,Bhatiyan & Takhran","Circle and dot marks engraved on a village tri-junction stone pillar of Ranwan, Bhatiyan and Takhran village respectively. The GCP falls in village Ranwan, Tehsil-Samrala of District Ludhiana in Punjab state. The best approach to reach up to the tri-junc",410030001,A35GRV5,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate"
1146,MACHHLISHAHR,25.688951,82.472544,21.22884,UTTAR PRADESH,JAUNPUR,MACHHLISHAHAHR,"GCP is situated at village tri-junction pillar, Bhawanipur, Gopalpatti & Kurha","The GCP station is situated near Bhawanipur village Tehsil: - Machhlishahr, District: - Jaunpur (UP). Square and dot marked on tri- junction pillar of villages Bhawanipur, Gopalpatti and Kurha village. It is situated at the corner of land Sh. Ram Barawan",1056030001,A3674MF,Uttar Pradesh Geo-spatial Directorate
1147,MACHILIPATNAM,16.189517,81.137628,-76.3718,ANDHRA PRADESH,KRISHNA,MACHILIPATNAM,"GCP is situated in the campus of Tahsildar Office, Machilipatnam.","Dot mark on the brass plate taken as observation point, because plate is not fitted at the centre of the pillar. The dimension of pillar is 68cm X68cm and about 15cm above ground level. The G.C.P. Pillar falling under the premisses of Tahsildar (MRO) off",2008110001,A26R354,AndhraPradesh &Telangana Geo-spatial Directorate
1148,MADANAPALLE,13.556723,78.49912,608.87661,ANDHRA PRADESH,CHITTOOR,MADANAPALLE,"GCP is situated in the campus of Mandal Revenue Office, Madanapalle.",A brass dot punched inside an angle iron firmly fixed in a concrete cemented pillar of dimensions about 0.30m x 0.30m x 0.40m erected on a concrete base of imensions about 0.8m x 0.8m & about 5cm above ground level. The GPS pillar is  situated in   the c,2015100001,A25MWHF,AndhraPradesh &Telangana Geo-spatial Directorate
1149,MADDUR,16.858714,77.610144,440.01707,TELANGANA,MAHABUBNAGAR,KODANGAL,"GCP is situated in the campus of Mandal Parishad Office, Maddur.","Circle and dot engraved on the cemented pillar with dimensions 56cm x 56cm and 13cm above from ground level. It is situated in the premises of Mandal Parisad office of Maddur Mandalam, Kodangal Taluk and District - MahbubNagar (A.P). The pillar is at SE",1809030001,A25RVVJ,AndhraPradesh &Telangana Geo-spatial Directorate
1150,MADHARAM,16.670776,78.368197,389.40886,TELANGANA,MAHABUBNAGAR,MIDJIL,"GCP is situated in the campus of Zila Parishad High School, Madharam.","The GCP pillar circle and dot engraved centrally in a cemented concrete pillar of dimension 50cm X 55cm and 13 cm above ground level. This pillar is established in the campus of Zilla Parishad High School Premises, Madharam village, Midjil - Mandal, Mahu",1809060001,A25RWM9,AndhraPradesh &Telangana Geo-spatial Directorate
1151,MADHIRA,16.921236,80.363567,-22.22634,TELANGANA,KHAMMAM,MADHIRA,"GCP is situated in the campus of Tahsildar Office, Madhira.","The GCP pillar being under premises of Madhira Tahsildar (M.R.O.) office,  Madhira Mandal, Khammam- Distt. A.P. It is about 36.70m South of pump house and about 5.60m West f compound wall. It is about 14m NW of Mandal surveyor building and about 46.80/60",1806140001,A26R2W9,AndhraPradesh &Telangana Geo-spatial Directorate
1152,MADHUBAN,26.451162,85.132955,-6.46876,BIHAR,PURBI CHAMPARAN,MADHUBAN,GCP is situated in the campus of Madhuban Block Campus and on the back of Anchal Office,"Survey Reference Mark is fixed at the centre of a cement concrete pillar of dimension 1mx1mx1.2m, situated in the campus of Block Offic, Madhuban. It is about 42m SE of Sanskrit Bal Vikas Pariyojna Office,  about 12m SW of Godown, 32m NE of temple and ab",1103040001,A3687F4,Jharkhand & Bihar  Geo-spatial Directorate
1153,MADHUBANI,26.342994,86.074539,-10.63326,BIHAR,MADUBANI,MADHUBANI,GCP is situated in the campus of Watson High School,"Survey Reference Mark is fixed at the centre of cement concrete pillar of dimension 1mx1mx1.2m in the campus of Watson High School, Madhubani, situated on the East along the road leading from Sakari to Madhubani. It is situated 14 m NW from NW corner of",1105030001,A368883,Jharkhand & Bihar  Geo-spatial Directorate
1154,MADHUGIRI,13.638653,77.129246,722.8041,KARNATAKA,CHIKMANGLUR,MADHUGIRI,"GCP is situated in the premises of Timmalpur Forest Nursery, Timmalpur Village","A circular brass mark punched on the top of  an angle iron, fixed vertically in the center and flush with the top level of concrete cemented pillar of dimensions about 30cm x 30cm. and about 50 cm above ground level. The GCP pillar is situated at Timmala",2220070001,A25MVJ4,Karnataka Geo-spatial Directorate
1155,MADHURAWADA,17.820232,83.343429,-21.97517,ANDHRA PRADESH,VISAKHAPATNAM,MADHURAWADA,"GCP is situated in the campus of Gayatri Vidya Parishad College of Engineering, Madhurawada.","The GCP station is situated in the compus of gayatri vidya Parishad college of engineering Madhurawada, Tehsil- Vishakhpatnam, Distt.- Vishakhpatnam of state A.P. Marked on GCP station. It is about 10m SE of guard room and about 3m East of compound wall",2003060001,A26V5R8,AndhraPradesh &Telangana Geo-spatial Directorate
1156,MADIKERI,12.425656,75.744203,1049.37258,KARNATAKA,KODAGU,MADIKERI,"GCP is situated in the premises of General Thimmayya Stadium, Madikeri","A cross mark brass plate embedded on cement pillar which is 20cm above the ground level. It is in the premises of General Thimmayya Stadium, Madikeri, Taluk-Madikeri, District-Kodagu, Karnataka state. The pillar is in NE corner of the stadium near syntax",2230010001,A25JQCP,Karnataka Geo-spatial Directorate
1157,MAGADI,12.958383,77.237183,787.52011,KARNATAKA,RAMANAGARA,MAGADI,"GCP is situated in play ground of Govt. PU College, Magadi","A circular Survey Reference Mark embedded and flush with cemented platform in the premises of Govt. PU college play ground, Magadi, Tehsil-Magadi, District-Ramanagara , Karnataka state. It is about 150m SE from centre of main road which is leading from M",2228010001,A25JVX6,Karnataka Geo-spatial Directorate
1158,MAGARLOD,20.743961,81.850105,253.78138,CHATTISGARH,DHAMTARI,MAGARLOD,GCP is situated in the campus of Tahsil Office,"Survey Reference Mark fixed on top of 1mx 1m x0.15m cemented pillar in the campus of Tehsil office at Magarlod,  tehsil-Magarlod, District-Dhamtari ,Chhattisgarh. The pillar is situated in front of Tehsil office. It is about 19m North from proposed Polic",1418010001,A3623PV,Odisha & Chhattishgarh Geo-spatial Directorate
1159,MAGROL,21.129666,70.114468,-37.99613,GUJARAT,JUNAGARH,MANGROL,"GCP is situated  in the premises of Sabir House Vishram Ghar, PWD (R&B), Mangrol","Survey Reference Mark (SRM) is fixed with cement concrete pillar of dimension 1mx1mx1.2m and about 30cm above ground level.in side of PWD(R&B) Rest House (Sabir house Vishram ghar) in Mangrol town, taluka -Mangrol, District-Junagarh of Gujarat. The rest",1219040001,A353G44,Gujarat Daman & Diu Geo-spatial Directorate
1160,MAHADEVAPURAM,15.39322,78.623215,143.91488,ANDHRA PRADESH,KURNOOL,MAHADEVA PURAM (MANDAL),"GCP is situated in the campus of Parishad High School, District Kurnool.","The GCP pillar is constructed in the premises of Zilla Parishad High School ground. It is about 64m NW to NW corner of ZHPS school building, about 44m South to NW edge wire fence and about 5m East to West edge of wire fence. The station is 1km from Gujal",2011160001,A25QW9J,AndhraPradesh &Telangana Geo-spatial Directorate
1161,MAHAMMADABAD,16.871643,77.891658,450.60192,TELANGANA,RANGA REDDY,GANDVEED,"GCP is situated in the campus of Primary Health Center, Mahammadabad.","Circle and dot engraved on the cemented pillar with dimensions 49cm×55cm and 14 cm above from ground level. It is situated in the premises of Primary health center Govt. Homeopathic dispensary of Mahammadabad Village, Mandal - Gandveed, District- Ranga",1807110001,A25RVVV,AndhraPradesh &Telangana Geo-spatial Directorate
1162,MAHAN,20.488357,77.164888,267.77744,MAHARASHTRA,AKOLA,MAHAN,GCP is situated in the Campus of Govt. Colony (Irrigation),"The GCP pillar is constructed in the campus of  Irrigation Colony in Village Mahan, about 100m West from the road leading to Mangrul Pir from Akola,  about 20m North of Vollyball Court & about 20m West from Post office,  inside colony campus. The station",1705050001,A352VF5,Maharashtra and Goa Geo-spatial Directorate
1163,MAHANKALKAVATE,17.005581,74.872518,560.4424,MAHARASHTRA,SANGLI,KAVATHEMAHANKAL,GCP is situated in the Campus of Govt. Office (PWD),"The GCP pillar is constructed with Circular Brass Plate, fixed in a cement concrete pillar of dimension 1m x 1m x 1.25m and 20cm above ground level. It is situated in the campus of PWD Office, Kavathe Mahankal, about 25m SW from NE corner of compound wal",1731050001,A25VP2V,Maharashtra and Goa Geo-spatial Directorate
1164,MAHARAJGANJ,26.243138,83.13009,11.51875,UTTAR PRADESH,AZAMGARH,JIANPUR,"GCP is situated at village tri-junction pillar, Molanapur, Kasba Khas & Jalalpur","Circle and dot cut on the tri junction pillar of village Molanapur, Kasba Khas and Jalalpur of block Maharajganj, Tahsil: Jianpur of District:- Azamgarh, UP. This pillar is about 90m S of Sharda Shayak canal at Jalalpur and about 200m S of the Baba Hajar",1057010001,A368564,Uttar Pradesh Geo-spatial Directorate
1165,MAHBUBABAD,17.60528,80.006014,114.96721,TELANGANA,WARANGAL,MAHBUBABAD,"GCP is situated in the campus of Mandal Resources Center Office, Mahbubabad.",GEODETIC RESERCH BRANCH The GCP is engraved on a brass plate in the center of the top of the center of the concrete cemented pillar. The dimensions of the pillar are 58cm x 58cm and 20cm above the Ground Level. The pillar is situated in the compound of M,1805150002,A26V2J2,AndhraPradesh &Telangana Geo-spatial Directorate
1166,MAHE,11.685073,75.546007,-73.99917,KERALA,KOZHIKODE,VATAKARA,GCP is situated on the terrace of Govt. Junior Basic School,"The GCP engraved and painted on the top of the building of Govt Junior basic    school (AEO Office), Ashiyoor of Vatakara taluk, District- Kozhikode. It is a double storey building in which ground floor is GJB School and first floor is AEO Office. The po",2304010001,A25HQMG,Kerla & Lakshdweep Wing
1167,MAHERKHED,20.520108,76.508453,360.43201,MAHARASHTRA,BULDANA,KHAMGAON,"GCP is situated in the Campus of D.P.E.P High School, Ganeshpur","The GCP pillar is constructed inside the campus of D.P.E.P. High school,  Ganeshpur. It is situated about 20m East from the road leading to Chikhali-Khamgaon, about 2m North from the Northern boundry wall of Primary Health Centre, about 20m West from the",1704030002,A352RGG,Maharashtra and Goa Geo-spatial Directorate
1168,MAHESHMUNDA,24.241803,86.386226,291.75703,JHARKHAND,JAMTARA,NALA,"GCP is situated inside in the premises of Forest Nursery, Maheshmunda","Circle & dot engraved on Sheet rock, inside Nursery (Forest Plantation) at Maheshmunda. It is about 100m North of matelled road leading to Giridih and Jamtara. It is about 100m North from km stone indicating Jamtara 60 and is about 100m East of metalled",1512010001,A366869,Jharkhand & Bihar  Geo-spatial Directorate
1169,MAHESHPUR,24.476428,87.767994,-14.68296,JHARKHAND,PAKUR,MAHESHPUR,"GCP is situated in the campus of Dak Bunglow, Maheshpur",Dot & circle engraved and painted with red colour on the plinth of hand pump inside in the campus  Dak Bunglow and North of  Inspection Bunglow of Maheshpur Zila Parisad. It is  about 15m North from NW corner of Dak Bunglow & about 6m NW from Palm Tree a,1502020001,A3669FQ,Jharkhand & Bihar  Geo-spatial Directorate
1170,MAHIM,19.660289,72.734764,-60.26015,MAHARASHTRA,THANE,PALGHAR,GCP is situated in an open area outside of Mahim Telephone Exchange Office,"The GCP pillar constructed with Survey Reference Mark fixed at the centre of cement concrete pillar of dimension 1m x 1m x 1.20m and about 20 cm above ground level. It is situated in an open area outside of Telephone Exchange Office, Mahim outside, East",1718040001,A25XJMP,Maharashtra and Goa Geo-spatial Directorate
1171,MAHIVRA,19.968398,77.852991,262.33362,MAHARASHTRA,YAVATMAL,DIGRAS,GCP is situated in an open area of  Gram Panchayat Office,"The GCP pillar is constructed in an open land of Sarpanch Office, Gram Panchayat, Village Mahivra, Taluk Digras, District Yavatmal of Maharashtra State. It is situated about 100m West of Digras to Pokhari road, about 50m NW of Gram Panchayat Office, abou",1715040002,A25XVXV,Maharashtra and Goa Geo-spatial Directorate
1172,MAHORE,33.316788,74.860366,1517.72283,JAMMU & KASHMIR,REASI,MAHORE,"GCP is situated in the premises of Govt. Higher Secondary School, Mahore","The Survey Reference Mark (SRM), fixed at the centre, vertically and flush with the top level of cement concrete pillar of dimension 30cm x 30cm x 120cm., centrally surrounded by another brick masonry platform of dimension 1m x 1m x 1m. Marked pillar is",209010001,A35MP8V,Jammu & Kashmir and Ladakh Geo-spatial Directorate
1173,MAHRONI (BILLA),24.741409,78.642281,328.53128,UTTAR PRADESH,LALITPUR,MAHRONI,GCP is situated on ridge (hs) west of road to Billa,"Tringle and dot is marked on ridge (hs) West side of road Billa,  Tahsil- Mahroni District Lalitpur (U.P.). The GCP station is situated on hill about 200m. SW of Basic Primary school Billa and about 500m. NW of Middle School Billa and about 200 m. West o",1069030001,A356WPJ,Uttar Pradesh Geo-spatial Directorate
1174,MAHUR,25.179258,93.112414,495.10146,ASSAM,DIMA-HASAO,MAHUR,"GCP is situated in the premises of Primary Health Centre, Mahur","Survey Reference Mark  fixed with cement concrete pillar size 1mx1mx0.30m height above ground level. It is in the compound of Mahur Primary Health center,Mahur PO and Taluk - Mahur, District- Half Long (Dimaha Sao),Assam. The station is about 10m NE of m",3323030001,A367M54,Assam & Nagaland and TMMz Geo-Spatial Directorate
1175,MAIHAR,24.280698,80.765426,280.41259,MADHYA PRADESH,SATNA,MAIHAR,GCP is situated in the premises of Govt. Vivekanand (P.G.) College,"The GCP station is situated in the campus of Government Vivekanand Post Graduate College MAIHAR, Tehsil - Maihar, District Satna (M.P.). It is about 1.5 km Maihar to Satna road  and about 10 m North West of Library and about 2 m South East corner of Bask",1314040001,A36627Q,Madhya Pradesh Geo-spatial Directorate
1176,MAJGAWAN,24.907986,80.798144,276.72425,MADHYA PRADESH,SATNA,MAJHGAWAN,"GCP is situated in the premises of Govt. Primary School, Godan Tola, Majhgawan",The Survey reference mark is fixed in the centre of the 30cmx30 cm RCC pillar. This pillar is about 20 cm above the ground level.  This RCC pillar is fixed at the centre 1mx1m of brick masonry platform. The pillar is established in the campus of Govt Pri,1314010001,A3662WQ,Madhya Pradesh Geo-spatial Directorate
1177,MAJHALGAON,19.162214,76.192507,354.01924,MAHARASHTRA,BEED,MAJALGAON,"GCP is situated in the Campus of Sub. Division No. 17 (J.P.Stage-II), Kesapuri Camp","The GCP pillar is constructed with Circular Brass Plate, fixed in a cement concrete pillar of dimension 1m x 1m x 1.25m and 20cm above ground level. It is situated in the campus of Sub-Divisional Officer, J.P. Stage II, Sub-Div. No. 17, Kesapuri Camp,  T",1724020001,A25XR55,Maharashtra and Goa Geo-spatial Directorate
1178,MAJHGAON (MANDLA),22.88744,80.394435,544.29143,MADHYA PRADESH,MANDLA,NIWAS,GCP is situated in the premises of Janpad prathmik Shala (Govt. Primary school),The Survey reference mark is fixed in the centre of a cemented concrete pillar of size about 1 m x 1 m and about 20 cm above the ground level. The Pillar is situated in the campus of Janpad Prathmik Shala (Government Primary School) at Majhgaon village.,1341010002,A3642V9,Madhya Pradesh Geo-spatial Directorate
