OBJECTID,sbm_type,latitude,longitude,Z,state,district,tahsil,gdc_username,old_description
588,Type 'B',31.332,76.76,0,Himachal Pradesh,BILASPUR,BILASPUR SADAR,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Bilaspur interred 0.60 m below ground level in NE corner in front of compound of P.W.D., Inspection Bungalow, Dhoba. The distances and bearing to the surrounding objects are: cemented power line pole No. 11/40, 6.4 m & 05°, NE corner of kitc"
589,Type 'B',31.231,76.716,0,Himachal Pradesh,BILASPUR,SHRI NAINA DEVI JI,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Swarghat, interred 0.60 m below ground level in the S or front compound of P.W.D. Rest House, Swarghat. The distances and bearing to the surrounding objects are: NE corner of Asstt. Engineer Office Building 9.85m & 222°, SW edge of SW pillar"
590,Type 'B',8.902,76.865,0,Kerala,KOLLAM,PATHANAPURAM,Kerla & Lakshdweep Wing,"Type 'B' at Ayur, consist of stone 0.30m x 45m project 0.40m above ground level in SE compound of Upper Primary School which is N of Kollam-Kolathupuzha road, about 800m NE of junction of above road with Thiruvananthapuram-Kochi road. The distance and be"
591,Type 'C',15.540278,75.775778,0,Karnataka,GADAG,GADAG,Karnataka Geo-spatial Directorate,"G T S
   O
 B M  engraved on embeded concrete and protected by hollow cement pillar of 0.6m square, 0.3m height. It is situsted in the premises of govt high school, kotumachagi. It is 1.7m south from compound wall, 20m SW from NE corner of compound wall."
592,Type 'C',11.665589,76.627044,0,Karnataka,CHAMARAJANAGAR,GUNDLUPET,Karnataka Geo-spatial Directorate,BOM Engraved on a sheet rock at Bandipura.  It is about 39.0m West from Ooty - Mysore (NH-67) road centre and about 9.70m South West from South West corner of compound wall of 'Forest Range Office' and 20.0m West of North West corner of Police Outpost bu
593,Type 'B',13.446,74.702,0,Karnataka,UDUPI,UDUPI,Karnataka Geo-spatial Directorate,"Type 'B' at Hungarcutta Port office The distance and bearing to the surrounding objects are: NE corner of Port office 4.4m and 90°,  NW corner of Latrine 4.9m and 281°. The reference mark bearing the inscription GTS  at the N wall below NE window at Po"
594,Type 'B',13.349,74.703,0,Karnataka,UDUPI,UDUPI,Karnataka Geo-spatial Directorate,"Type 'B' at Malpe, interred 0.40m below ground level in the compound of Port office building at MalpE It is  2.80m NE of SW corner of office compound wall. The distance and bearing to the surrounding objects are: centre of main entrance gate 9.15m and 34"
595,Type 'B',13.341,74.739,0,Karnataka,UDUPI,UDUPI,Karnataka Geo-spatial Directorate,"Type 'B' at Udupi, interred 1.3m below ground level in the  SW corner of West compounds of PWD IB at Udupi. It is about 60m S of main gate of IB, 8.10m E of West boundar The distance and bearing of the surrounding objects are-  centre of the transformer"
596,Type 'B',9.443,76.539,0,Kerala,KOTTYAM,CHANGANASSERI,Kerla & Lakshdweep Wing,"Type 'B' bench mark at PWD Rest House, Changanacherry inscribed on a stone fixed in concrete block 0.60 m below ground level. It is 1.2 m East of West compound wall. The distances and bearing to the surrounding objects are: NW pillar of old Rest House va"
597,Type 'B',12.312,75.09,0,Kerala,KASARGOD,HOSDURG,Kerla & Lakshdweep Wing,"TYBE'B' AT KANHANGAD (HOSDURG,CONSISTS OF STONE FIXED IN CENTRE OF CEMENTED CONCRETE PILLAR IN THE COMPOUND OF REST HOUSE (PWD)AT KANHANGED (HOSDURG) DISTRICT KASARGOD (KERALA),INTERVAL  MBELOW GROUND LEVEL NEAR SIGN BOARD 7COMPOUND WALL OF MAON ENTRANCE"
598,Type-'P',11.860306,75.359167,0,Kerala,KANNUR,KANNUR,Kerla & Lakshdweep Wing,"Type 'P'  BM  situated in the compound of ""Visvesvaraya memorial Technical Library &  Engineers centre"" at contornment Area,Kannur."
599,Type 'B',10.307,76.332,0,Kerala,THRISSUR,MUKUNDAPURAM,Kerla & Lakshdweep Wing,"Type 'B'  At PWD Rest house, Chalakudy, interred 0.2 m below ground level. It is situated at 49.8 m North of main door to RH, 48.3 m North pillar from entrance gate & 25.1 m North from watertap."
600,Type 'B',10.803,76.128,0,Kerala,PALAKKAD,OTTAPPALAM,Kerla & Lakshdweep Wing,"Type ""B"" AT TRITHALA is situated at the compound of rest house PWD of Trithala, Disrict Palghat , Kerala consist of stone fixed in centre of concrete block entered 0.60m below ground level at 2m inside the boundary well of RH along the Shoranur- Kuthppur"
601,Type 'P',10.763,76.27,0,Kerala,PALAKKAD,OTTAPPALAM,Kerla & Lakshdweep Wing,"Type ""P"" AT SHORANUR. It consists of a stone 0.60m square at base &0.20m high. The bench mark is situated near NW corner of police station compound . It is on E side of shoranur- pattambi road between metre stone No.1/8&1/6."
602,Type 'B',12.091,75.193,0,Kerala,KANNUR,TALIPPARAMBA,Kerla & Lakshdweep Wing,"Type ""B"" BENCH MARK AT PAYYANNUR COSISTS OF A BRASS TABLET FIXED IN CONCRETE BLOCK ABOUT0.60M BELOW GROUND LEVEL IN SW COMPOUND OF PWD REST  HOUSE PAYYANNUR.THE DISTANCE &BEARING OF SURROUNDING OBJEVCT ARE AS:- A WELL (OLD )IN THE SAME COMPOUND IS 14 M &"
603,Type 'B',12.036,75.362,0,Kerala,KANNUR,TALIPPARAMBA,Kerla & Lakshdweep Wing,"Type ""B"" AT TALIPARAMBA EMBEDED 0.70M BELOW GROUD LEVEL IN THE COMPOUND PWD REST HOUSE DISTT. (CANNANORE),KERALA.THE BENCH MARK IS 1.53M S OF NORTHERN BOUNDERY WALL OF REST HOUSE."
604,Type 'M',8.509,76.949,0,Kerala,THIRUVANANTHPURAM,THIRUVANANTHAPURAM,Kerla & Lakshdweep Wing,"Type 'M' at Thiruvanantpuram (Trivandrum), situated in the north compound of Engineering College (now office of Post Master General) opposite to office of the Executive Engineer PWD, Thiruvanantpuram. The distance and bearing to the surrounding objects a"
605,Type 'B',10.53,76.22,0,Kerala,THRISSUR,THRISSUR,Kerla & Lakshdweep Wing,"Type ""B' bench mark at PWD R.H. Thrissur"
606,Type 'B',28.849,78.767,0,Uttar Pradesh,MORADABAD,MORADABAD,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Moradabad in the compound of P.W.D. Inspection Bunglow , interred 60cm below ground level in the NNW corner of P.W.D. Rest House Pili Kothi, Civil Line, at Moradabad. The distance and bearing to the surrounding  objects are : 1.7m S of N boun"
607,Type 'B',25.735,78.956111,0,Uttar Pradesh,JHANSI,MOTH,Uttar Pradesh Geo-spatial Directorate,"Type 'B', Moth at Inspection Bunglow (PWD), Moth, Jhansi. It is 0.6m below the ground level fixed centrally on the cemented platform of 1mX1m. It is 8m SE from centre of main entrance gate of IB (PWD) bearing 180°. It is 30m NW from NW corner of Temple be"
608,Type 'B',25.817222,79.040556,0,Uttar Pradesh,JHANSI,MOTH,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Poonch Police Station, Dist Jhansi. It is 0.6m below the ground level fixed centrally on the cemented platform of 1mX1m. It is 2m East from W Boundary wall of Thana, 3.5m from S boundary wall & 0.6m from Temple. It is about 30m SW from main bui"
609,Type 'B',29.605,78.34,0,Uttar Pradesh,BIJNOR,NAJIBABAD,Uttar Pradesh Geo-spatial Directorate,"Gravity on reference pillar Type'B' Senior section Engineer work Nazibabad at Railway station.Type 'B'  at Nazibabad (junction) in compound of Railway Station embedded in a block of masonary almost flush with ground level, Inspector of Work (IOW) Shop Ya"
610,Type 'B',29.699,78.444,0,Uttar Pradesh,BIJNOR,NAJIBABAD,Uttar Pradesh Geo-spatial Directorate,"Type 'B' bench mark at Jafarabad forest Rest House. Interred 0.65m below the ground level in the compound of Forest Rest house at Jafrabad, 10.5m S of S corner of S verandah of Rest house and bears 34°, 14.6m from E corner of chaukidar house and bears 2"
611,Type 'B',29.605,78.34,0,Uttar Pradesh,BIJNOR,NAJIBABAD,Uttar Pradesh Geo-spatial Directorate,"Gravity on reference pillar Type'B' Senior section Engineer work Nazibabad at Railway station.Type 'B'  at Nazibabad (junction) in compound of Railway Station embedded in a block of masonary almost flush with ground level, Inspector of Work (IOW) Shop Ya"
612,Type 'B',27.855833,81.5125,0,Uttar Pradesh,BAHRAICH,NANPARA,Uttar Pradesh Geo-spatial Directorate,Type 'B' at Nanpura Inferred 0.6m below ground level in NE corner of the compound of PWD Inspection Bunglow. The distances and bearing to the Surrounding Objects are:- SE corner of the Inspection Bunglow 44.8m and 200°NE corner of the same 34.4m and 214°
613,Type 'B',27.426667,83.493611,0,Uttar Pradesh,MAHARAJGANJ,NAUTANWA,Uttar Pradesh Geo-spatial Directorate,"It is situated 60cm below Ground Level on a cemented platform of 1mX1m in the compound of Vikas Khand, Michraliya. It is about 21.3m N of Mango Tree, about 12.4m W of hand pump, 3.8m E of Main Gate."
614,Type 'B',11.619,79.728,0,Tamil Nadu,CUDDALORE,CUDDALORE,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate","Type 'B' at Alapakkam Railway Station, embedded in 0.9m cube of mesonary block dimension 90cm´65cm´70cm. A mesonary hole constructed for the protection of BM, about 9.2m W from nearest rail line, lies about 12.0m N of Station building."
615,Type 'M',11.757,79.761,0,Tamil Nadu,CUDDALORE,CUDDALORE,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate","Type 'M' at Kuddalore town situated in the compound of Executive Engineers Office,1.98m N of S compound wall. The distance & bearing to the surrounding objects are:-  SW corner of cement godown, 7.6m and 104°, NW corner of the same, 8.7m and 57° and SE"
616,Type 'B',12.136,78.165,0,Tamil Nadu,DHARAMPURI,DHARMAPURI,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Type 'B' at Dharampuri on brass plate 0.40m below at present ground level at SE corner of compound of Travellers Bungalow of Highway. BM is situated 2.20m N of wall of Priyar Building and 0.80m W of Water Tank wall of the same building on Dharmapuri Tiru
617,Type 'B',10.861,76.037,0,Kerala,MALAPPURAM,TIRUR,Kerla & Lakshdweep Wing,"Type 'B' (E.B.M) AT KUTTIPPURAM ""E"". At kuttipuram hill embedded on top of hill about 2km N of Kuttipuram railway station. It is 10.40m E of centre of road from Kuttipuram Railway Station to Kozhikhoda & 200m NE of km stone showing Kuttipuram-2km , Kotta"
618,Type 'B',11.048,75.863,0,Kerala,MALAPPURAM,TIRURANGADI,Kerla & Lakshdweep Wing,Type'B' bench mark at Parappanangadi consist of a stone fixed in centre of cemented concrete pillar in the compound of PWD rest house at Parappanangadi interred 0.60m below ground level about 24.2m N of N pillar of main entrance gate of rest house and 3.
619,"GTS
BOM 
AD 1970",20.666167,86.121861,0,Odisha,JAJPUR,JAJPUR,Odisha & Chhattishgarh Geo-spatial Directorate,Type 'B' at Badachana is situated in the component of inspection bungalow national highway authority at Badachana on NH-16 between Chandikhol and Cuttack. The distance and bearing of surrounding objects are (i) Sw corner of the coaltar storage tanic in the
620,"GST 
O
BOM",20.916667,86.233833,0,Odisha,JAJPUR,JAJPUR,Odisha & Chhattishgarh Geo-spatial Directorate,"
Type 'B' Bench mark at Panikoili entered 0.9m below ground level in compound of executive engineer office at Panikoili District, Jajpur. It is about 1m East of reference pillar about 1.9m East of WE corner of JE quarter of NH between residence of SP of"
621,Type 'B',20.666,86.121,0,Odisha,JAJPUR,JAJPUR,Odisha & Chhattishgarh Geo-spatial Directorate,"Type 'B' AT PARADEEP PORT IN FRONT OF MARINE SITE OFFICE , PARADEP (OISSA).     BENCH MARK CONSIST OF A DRESSED STONE 0.45X.30X300M INTERRED 0.60M BELOW GROUND LEVEL ET ON A CONCRETE BED OF 1M SQUARE AND O.60M THICKNESS SURROUND BY MASONAY WORN. BM IS 1."
622,Type 'B',20.666,86.121,0,Odisha,JAJPUR,JAJPUR,Odisha & Chhattishgarh Geo-spatial Directorate,"Type 'B' AT PARADEEP PORT IN FRONT OF MARINE SITE OFFICE , PARADEP (OISSA).     BENCH MARK CONSIST OF A DRESSED STONE 0.45X.30X300M INTERRED 0.60M BELOW GROUND LEVEL ET ON A CONCRETE BED OF 1M SQUARE AND O.60M THICKNESS SURROUND BY MASONAY WORN. BM IS 1."
623,Type  'C',9.829039,76.773914,0,Kerala,IDUKKI,TODUPUZHA,Kerla & Lakshdweep Wing,On a large sheet rock 13.3 m SE of the centre of Thodupuzha - Idukki road at Kolapra. It is about 22 m of sharp bend of above road. A hollow mansonry pillar 0.70 m square and 0.35 m in height protects. It is situated in the lad of Shri. Krishna Pillai of
624,Type 'B',11.592,75.588,0,Kerala,KOZIKOD,VADAKARA,Kerla & Lakshdweep Wing,"Type ""B AT BADAKARA (VATAKARA)Type 'B' bench mark at Badagara railway station consists of brass tablet fixed flush with concrete block, interred  0.35 below ground level in the northern compound of quarter no. BDJ-5(OLD STATION MASTERSQUARTER). Bench mar"
625,Type 'B',9.822,76.393,0,Kerala,KOTTYAM,VAIKOM,Kerla & Lakshdweep Wing,"E.B.M (Type ""B"") at Muriunjapuzha River  consist of a stone 70 x 30 cm projecting about 1 m above an embedded in block of masonry 1 m square and flush with ground level on North Bank of the River.The distances and bearing to the surrounding objects are:"
626,Type 'C',15.848417,75.749972,0,Karnataka,BAGALKOT,BADAMI,Karnataka Geo-spatial Directorate,"G T S
   O
 B M  engraved on embeded cement and protected by hollow concrete pillar. It is in the premises of govt primary school, belur. It is about 34m SE from NW corner of compound wall, 29m west from flag post 38m north from SW corner of compound wal"
627,Type 'C',15.917861,75.675028,0,Karnataka,BAGALKOT,BADAMI,Karnataka Geo-spatial Directorate,"G T S
    O
 B M engraved on embeded concrete and protected by a hollow cement pillar in the premises of PWD IB, badami. It is 24.5m NE from NE corner of east side old IB, 1.3m south from compound wall, 6.6m SW from NE corner of compound wall, 29m NE fro"
628,Type 'C',16.046889,75.784611,0,Karnataka,BAGALKOT,BADAMI,Karnataka Geo-spatial Directorate,"G T S
    O
 B M embeded in the premises of inspection bunglow, guledagudda. It is about 15m SW from SE corner of IB, 16m SE from SW corner of IB, 8m NW from NW corner of kitchen/staff room and 18m north from south compound wall. The point is in ground l"
629,Type 'C',16.206667,75.890722,0,Karnataka,BAGALKOT,BAGALKOT,Karnataka Geo-spatial Directorate,GTS?BM (type-c) is engraved on embedded concrete (from 0.5m to ground level). The inscription is protected by a hallow concrete pillar of 0.6m square and 0.30m height.                                         The BM is located inside the premises of Govt.
630,Type 'P',12.977,77.609,0,Karnataka,BENGALURU URBAN,BENGALURU NORTH,Karnataka Geo-spatial Directorate,"Type 'P' AT Bangaluru. It is situated in the compound of supply depot on cubbon road, 7. 6m E of the SE corner of  cubbon road post office and 18.9m N of the center of cubbon road."
631,Type 'B',13.1,77.6,0,Karnataka,BENGALURU URBAN,BENGALURU NORTH,Karnataka Geo-spatial Directorate,"Type'B' at Yelanka.Type 'B' at Yelahanka situated in the N compound of Post & Telegraph office building Yelahanka, Distt. Bangaluru, interred 0.60m below ground level. The distances & bearings to the surrounding objects are: NE corner of the building of"
632,Type 'B',16.616331,75.730233,0,Karnataka,VIJAYAPURA,BASAVANA BAGEVADI,Karnataka Geo-spatial Directorate,"Embedded 2 feet below ground level in the premises of IB Mulvad. A reference pillar made 3 ft soouth of it, it is about 30m north to old building in the IB. About 100m NW to IB entrance gate, about 25m south to the compound wall & 42m NE to new IB buildi"
633,Type 'C',16.613806,75.860667,0,Karnataka,VIJAYAPURA,BASAVANA BAGEVADI,Karnataka Geo-spatial Directorate,GTS?BM (type-c) is engraved on embedded on concrete( 0.5 to ground level). The inscription os projected by a hollow concrete pillar of 0.6m square and 0.3m height. The BM is located inside the premises of Govt. girls high school Yarnal. The BM is about 2
634,Type 'C',16.562619,76.077011,0,Karnataka,VIJAYAPURA,BASAVANA BAGEVADI,Karnataka Geo-spatial Directorate,"GTS?BM (type-c) is engraved on embedded on concrete( 0.5 to ground level). The inscription is projected by a hollow concrete pillar of 0.6m square and 0.3m height. The BM is located inside the premises of Govt. primary health centre, Huvina Hipparagi. It"
635,Type 'C',16.354556,75.935944,0,Karnataka,VIJAYAPURA,BASAVANA BAGEVADI,Karnataka Geo-spatial Directorate,"GTS?BM new type-c BM constructed at  Govt. high school ,Nidagundi. The BM is located inside the campus of Govt. high school Nidagundi, Taluk-Nidagundi, Dist-Vijayapur. It is about 65m SW of school building, about 58m SW of flagpost, about 27m SE of stage"
636,Type 'B',14.042361,76.1745,0,Karnataka,CHITRADURGA,HOLALKERE,Karnataka Geo-spatial Directorate,"Type 'B'  at Holalkere  Interred 0.60m below ground level in the SE corner of Compound of PWD, AEE office Holalkere, old description olds good.                                                  Identify BM No.68 of line No.220 from Sagar to Penukonda sea"
